title,artist,lyrics,rank,last_week,peak_rank,weeks_on_chart,release_year,lyric_length,word_count,top_emotion,top_emotion_score,anger,disgust,fear,joy,neutral,sadness,surprise
Sugar On My Tongue,"Tyler, the Creator","Ah-ah-ah-ah (Ayy, ayy) Ah-ah-ah-ah (Ayy, ayy) Ah-ah-ah-ah (Ayy, ayy) Ah-ah-ah-ah Like sugar on my tongue, tongue, tongue Your body is so sweet, sweet, sweet Invite me if you come, come, come (Come, come, come) It's all I want to eat, eat, eat Tell your mama (Tell 'em what?) Tell your daddy (Tell 'em what?) Tell the bitches that you know What you heard about me? (Uh-huh) Tell your mama (Tell your mama) Tell your daddy (Tell your daddy) Tell the world (Uh) Tell the world Like sugar on my tongue Can I steal that from you? Like sugar on my tongue Can I steal that from you? Are you from Harlem? Make your arms and legs shake, uh-huh Give me that slice of cream, is it your birthday? Uh-huh I got a brush, give me your walls and I'll paint, uh-huh Don't need no air, I stay down there 'til I faint (Girl, I'm dead) Tell your mama (Tell 'em what? Tell your mama, uh) Tell your daddy (Tell 'em what? Tell your daddy, uh) Tell your mama (Tell your mama) Tell your daddy (Tell your daddy) Tell the world (Uh-uh, woah) Like sugar on my tongue Can I steal that from you? Like sugar on my tongue Can I steal that before I go? You wanna eat me up? You wanna be my friend? You wanna get me up and never be locked in? I wanna take you down, you wanna be my thing Oh no, no, no, no (Take me down, yeah) Oh-woah, oh-oh (Eat you up) Oh-woah, oh-oh (Girl, I'll eat you up) Oh-woah, oh-oh-oh (I'll eat you up) Oh-woah, oh-oh Let me just taste it (Can I eat you up?) Ain't gotta cuff or nothing (Eat you up, yeah, yeah) I promise, I'll take you out on a date Just trust me (Eat you up)",51,41,41,2,2025,316,309,neutral,0.29648271203041077,0.26023468375205994,0.09541577100753784,0.1494145393371582,0.0961817130446434,0.29648271203041077,0.0321497805416584,0.07012078911066055
20 Cigarettes,Morgan Wallen,"Twenty cigarettes and I lit me one On that redwood deck on Demonbreun She was with her friends, left 'em standin' there There was more than smoke in that summer air We burnt two while she told me 'bout her hometown She was drinkin' Titos, said I better slow down I was like, ""Hell, no, I ain't drinkin' by myself, no"" Said she loved my accent so I kept talkin' Reached for the pack on the table by my wallet We tore off to light the night we had left With thirteen cigarettes and I lit me one With the windows cracked in my old half-ton Singin' take me home on them country roads So I turned off on one then next thing you know We had a beer bottle lookin' like an ashtray Under that full moon she was 'bout halfway Naked in my truck bed, so I helped her with the rest She was sayin' my name, barely even knew it We were both lyin', said we never do this To the music of the wind through the woods It was probably somewhere around two In the morning by the time we got down to That lucky cigarette, layin' on our backs We were out of breath, we both took a drag Blew it in the sky, she was gone like that One hell of a night, one hell of a pack",52,57,20,11,2025,238,234,anger,0.5059639811515808,0.5059639811515808,0.1791343092918396,0.12299659848213196,0.009365967474877834,0.08147206902503967,0.05909939482808113,0.04196752607822418
6 Months Later,Megan Moroney,"Let me set you the scene November, circa 2019 Put a hole in my heart, watched it bleed You said that we were better off as strangers I was barely alive Out of six feet deep, I was five Pretty sure they called a hearse outside, okay, that's dramatic But I survived, then I survived The ""Hey Meg, I think I want you back I'm a couple drinks in, thinkin' it's my bad That I let you walk away and let you go"" (Go) It's a tale as old as time, I guess When you couldn't care more, I couldn't care less You're a little too late to the party (Little too, little too late), heartbreaker What doesn't kill you calls you six months later Oh, how the turns have tabled All the sudden, now you're willing and able Little therapy, now you're so stable Okay, well Your next girlfriend will be so lucky To not hear ""Hey Meg, I think I want you back I'm a couple drinks in, thinkin' it's my bad That I let you walk away (Let you walk away) and let you go"" (Go) It's a tale as old as time, I guess When you couldn't care more, I couldn't care less You're a little too late to the party (Little too, little too late), heartbreaker What doesn't kill you calls you six months later What doesn't kill you Makes you stronger and blonder and hotter Makes you wonder what you even saw in him at all What doesn't kill you always calls (Oh, sorry, I think you have the wrong number?) With a ""Hey Meg, I think I want you back (I think I want you back) I'm a couple drinks in thinkin' it's my bad (Thinkin' it's my bad) That I let you walk away (Let you walk away) and let you go"" (Go) It's a tale as old as time, I guess (It's old as time) When you couldn't care more, I couldn't care less You're a little too late to the party (Little too, little too late), heartbreaker What doesn't kill you calls you six months later",53,58,30,6,2025,361,356,neutral,0.3879739046096802,0.08806873857975006,0.13210707902908325,0.32436496019363403,0.010406858287751675,0.3879739046096802,0.032724544405937195,0.02435392700135708
Folded,Kehlani,"It's so silly of me to act like I don't need you bad When all, all I can think about is us since I seen you last I know I didn't have to walk away All I had to do was ask for space I'm telling you, be on your way When I told you to fall back So can you come pick up your clothes? I have them folded Meet me at the door while it's still open I know it's getting cold out, but it's not frozen So come pick up your clothes I have them folded I'll let your body decide if this is good enough for you Already folding it for you Already folding up for you I'll let your body decide if this is good enough for you Already folding it for you Already folding up for you No matter what you do to switch the story up, I know I made my mark And I would still choose you through it all, that's the crazy part (Crazy part) I don't need no morе empty promises, promise mе that you got it I don't need roses, just need some flowers from my garden Can't you go back to how you loved on me when you started? I'll be here begging for ya, you should be giving me love All damn day 'til the day is done (Done) So if you wanna go that way, I'll be waiting on For you to come pick up your clothes I have them folded Meet me at the door while it's still open I know it's getting cold out, but it's not frozen So come pick up your clothes I have them folded So come pick up your clothes I have them folded Meet me at my door while it's still open I know it's getting cold out, but tell me that it's not frozen So come pick up your clothes I have them folded I'll let your body decide if this is good enough for you Already folding it for you Already folding up for you I'll let your body decide if this is good enough for you Already folding it for you Already folding up for you I'll let your body decide if this is good enough for you Already folding it for you Already folding up for you I'll let your body decide if this is good enough for you Already folding it for you Already folding up for you",54,70,54,7,2025,418,414,neutral,0.27238357067108154,0.24261781573295593,0.24690906703472137,0.1713128238916397,0.005412057042121887,0.27238357067108154,0.04766645282506943,0.013698133639991283
Wildflower,Billie Eilish,"Things fall apart And time breaks your heart I wasn't there, but I know She was your girl You showed her the world But fell out of love and you both let go She was cryin’ on my shoulder All I could do was hold her Only made us closer until July Now, I know that you love me You don't need to remind me I should put it all behind me, shouldn't I? But I see her in the back of my mind all the time Like a fever, like I’m burning alive, like a sign Did I cross the line? (Mm) Hmm Well, good things don't last (Good things don't last) And life moves so fast (Life moves so fast) I'd never ask who was better (I'd never ask who was better) 'Cause she couldn't be (Couldn't) More different from me (Different) Happy and free in leather (Happy) And I know that you love me (You love me) You don’t need to remind me (Remind me) Wanna put it all behind me, but baby I see her in the back of my mind (Back of my mind) all the time (All the time) Feels like a fever (Like a fever), like I’m burning alive (Burning alive), like a sign Did I cross the line? You say no one knows you so well (Oh) But every time you touch me, I just wonder how she felt Valentine's Day, cryin’ in the hotel I know you didn't mean to hurt me, so I kept it to myself And I wonder Do you see her in the back of your mind in my eyes? You say no one knows you so well But every time you touch me, I just wonder how she felt Valentine's Day, cryin' in the hotel I know you didn’t mean to hurt me, so I kept it to myself",55,65,17,59,2024,353,313,fear,0.6123283505439758,0.15423478186130524,0.05753684416413307,0.6123283505439758,0.005353014450520277,0.0977378636598587,0.04986012354493141,0.022949017584323883
Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",""" için Türkçe şarkı sözleri] Kötü bir kızla uğraşıyorsun, elbette Oh, patron ile uğraşıyorsun Dedin Ve eğer bu şarkıyı duyuyorsan, o zaman buyur, sırtını eğ (Hey) Buyur, dizlerini bük, bebeğim, maksimuma salla (Hey) DJ lütfen bası maksimuma çekecek mi? (Hey) Lütfen geriye sar, maksimuma sallamama izin ver (Hey) Maksimuma salla (Evet) Maksimuma salla (Sevdiği kötü adam) Ma-maksimuma salla (Sevdiği kötü adam) Lütfen geriye sar, maksimuma sallamama izin ver (Kötü adamı seviyor) Sevdiği kötü adam, sevdiği kötü adam (Evet) Sevdiği kötü adam, sevdiği kötü adam Sevdiği kötü adam (Evet), sevdiği kötü adam Sevdiği kötü adam (Evet, sеvdiği kötü adam) Evet amcığın şortun içerisinde dolu dolu Oh, patron ilе uğraşıyorsun (Evet) İlk senin gelmeni sağlayacağım, asla yenilgiyi kabul edemezdim (Evet) Bir top gibi, amcığını hızlıca pompalıyorum (Ah) Sikmem için amcığını dışarı çıkar Kızım, aleti genişletiyorsun (Genişletiyorsun) Orijinal kız, bazıları akşam yemeği manşeti Ve eğer bu şarkıyı duyuyorsan, o zaman buyur, sırtını eğ (Hey) Buyur, dizlerini bük, bebeğim, maksimuma salla (Hey) DJ lütfen bası maksimuma çekecek mi? (Hey) Lütfen geriye sar, maksimuma sallamama izin ver (Hey) Maksimuma salla (Hey) Maksimuma salla (Hey) Ma-maksimuma salla (Hey) Lütfen geriye sar, maksimuma sallamama izin ver (ShenYeng) Karayipli kız, işaretlememe gerek yok konuşmayacağım (Evet) Erkekler Sidem'lerin maç seyrettiği gibi gibi bedenimi seyrediyor (Evet) Dediği herhangi bir şey, o kız vergi gibi yapıyor (Hey) Bubi̇ tuzağındaki kızlar gibi kendi paramı kazanıyorum (Hey) Klas Gerçek kötü kız, edepsizleşeceğim Ne istersem onu yapıyorum, güven, çünkü ben bir patronum, bak Evet, yetkili benim Amcığımı asla alamadı ve hâlen âşık oluyor (Evet) Ah yok ki-kimse buna dokunamaz Bebeğim, ben bir orospu değilim Pirinç ve bezelye, Jollof'dan daha çekici bir vücut Beni gördüğün her yerde tatmak için yalvarmak zorundasın Ve eğer bu şarkıyı duyuyorsan, o zaman buyur, sırtını eğ (Hey) Buyur, dizlerini bük, bebeğim, maksimuma salla (Hey) DJ lütfen bası maksimuma çekecek mi? (Hey) Lütfen geriye sar, maksimuma sallamama izin ver (Hey) Maksimuma salla (Hey) Maksimuma salla (Hey) Ma-maksimuma salla (Hey) Lütfen geriye sar, maksimuma sallamama izin ver (Hey) Kontroldeki bir numaradan korkmaya gerek yok (Hey) Sadece kendimi öldürmek için geldim, çok militanım (Hey) Sekiz figür istiyorlar, ama bir erkeğe ihtiyacım yok (Hey) True Religion'ımda nasıl şarap olduğum istikrarlı aşk (Hey) Elbette kötü bir kızla uğraşıyorsun (Hey) Oh, patron ile uğraşıyorsun (Hey) Eğer ayrılırsak, evet, kendi kaybın olduğunu biliyorsun (Hey) Savurduğum her adamı yükselttim (Hey) Beni geri istediğini söyledi, buna dokunamaz Bebeğim, çok seviye atladım Sen aşk arıyorsun ben ise Jollof Bebeğim, sen tüm bu sosu kaldıramazsın Ve eğer bu şarkıyı duyuyorsan, o zaman buyur, sırtını eğ (Hey) Buyur, dizlerini bük, bebeğim, maksimuma salla (Hey) DJ lütfen bası maksimuma çekecek mi? (Hey) Lütfen geriye sar, maksimuma sallamama izin ver (Hey) Maksimuma salla Maksimuma salla Ma-maksimuma salla Lütfen geriye sar, maksimuma sallamama izin ver (ShenYeng)",56,52,44,11,2025,465,451,neutral,0.5756545662879944,0.06641571968793869,0.04246996343135834,0.1852545291185379,0.04154040664434433,0.5756545662879944,0.03420059382915497,0.05446420609951019
I Ain't Coming Back,Morgan Wallen Featuring Post Malone,"I'm a redneck 'Cause I drink beer and I dip Skoal Guess I'm a rambler 'Cause I can't not be on the road Might be a lost cause 'Cause I'll be out 'til the lights are on And I'm a gambler I'll take the over on the underdog, huh Girl, half of this town has got a name for me And I can't say I don't agree, huh But the night I said, ""I'm leavin',"" I turned into Richard Petty Broke my heart, so I got even in my '97 Chevy Now I'm walkin' on this water mixed with Johnnie Walker Black There's a lot of reasons I ain't Jesus, but the main one is that I ain't comin' back Oh no, no, I ain't comin' back You call me thе devil Then you told me whеre to go Go throw your pebbles I'll be somewhere gettin' stoned Girl, it ain't my fault Ain't no need to wait three days I might be a lot of things But I ain't your savin' grace Yeah, the night I said, ""I'm leavin',"" I turned into Richard Petty Broke my heart, so I got even in my '97 Chevy Now I'm walkin' on this water mixed with Johnnie Walker Black There's a lot of reasons I ain't Jesus, but the main one is that I ain't comin' back Oh no, no, I ain't comin' back Girl, half of this town has got a name for me But there's one I'll never be, no 'Cause the night I said, ""I'm leavin',"" I turned into Richard Petty Broke my heart and I got even in my '97 Chevy Now I'm walkin' on this water, mixed with Johnnie Walker Black There's a lot of reasons I ain't Jesus, but the main one is that I ain't comin' back Oh no, no, I ain't comin' back Oh",57,61,8,15,2025,316,310,neutral,0.5443323850631714,0.05254168063402176,0.05146794393658638,0.0643145889043808,0.0339040532708168,0.5443323850631714,0.19742126762866974,0.05601812154054642
Just Keep Watching,Tate McRae,"Mm, mm-mm, mm-mm-mm (Oh-oh) I wanna let my hair down (Yeah, yeah, yeah, yeah, yeah) While I'm staring down your face Wanna go 'til lights out (Yeah, yeah, yeah, yeah, yeah) Take you right back to my place You out your mind (No, no, no, no) If you don't know what this is I'll tell 'em one by one, show 'em one by one Twist my wrist Goes like this, start with the track Eyes on me, archin' my back Just like this (Yeah), here for the night You ain't buyin' in? Just keep watchin' Goes like this (Goes like this), move from the back (Yeah) Eyes on me (Eyes on me), how you like that? (Yeah) Just like this, here for the night You ain't buyin' in? Just keep watchin' Just keep watchin' Just keep, just keep (No-no, no-no, no) Just keep watchin' I wanna make my mind up (Yeah, yeah, yeah, yeah, yeah; Uh-huh) 'Cause I know where this might go Wanna take your time up (Yeah, yeah, yeah, yeah, yeah) But you make it difficult Your friends, they try (They try, yeah) But they don't know what this is (This is; Yeah) Tell 'em one by one, show 'em one by one Twist my wrist Goes like this, start with the track Eyes on me, archin' my back Just like this (Yeah), here for the night You ain't buyin' in? Just keep watchin' Goes like this (Goes like this), move from the back (Yeah) Eyes on me (Eyes on me), how you like that? (Yeah) Just like this, here for the night You ain't buyin' in? Just keep watchin' (Yeah, yeah, yeah) Just keep watchin' Just keep, just keep (No-no, no-no, no) Just keep watchin' Ooh-ooh It's alright if you can't keep up, give me all your love All night, all night It's alright (It's alright) if you can't keep up, give me all your love All night (Oh), all night (Baby) Goes like this, start with the track Eyes on me, archin' my back Just like this (Yeah), here for the night (Oh-oh) You ain't buyin' in? Just keep watchin' Goes like this (Yeah), move from the back (Yeah) Eyes on me (Yeah), how you like that? (Yeah) Just like this, here for the night You ain't buyin' in? Just keep watchin' (You know you watchin'; Yeah, yeah, yeah, yeah) Just keep watchin' (As long as you watchin'; Hey) Just keep, just keep (Just keep watchin') (You know you watchin'; Ah) Just keep watchin' (As long as you watchin'; Yeah) Just keep watchin'",58,60,33,9,2025,469,427,fear,0.5637420415878296,0.09441035240888596,0.10974498093128204,0.5637420415878296,0.012273618020117283,0.17778128385543823,0.027176490053534508,0.014871329069137573
Big Poe,"Tyler, the Creator Featuring Sk8brd","Welcome Number one, body movement (Funky) No sitting still (Dance, bro) Number two (Hahahaha), only speak in glory (Yeah) Leave your baggage at home (None of that deep shit) Number three (Nigga), don't tap the glass Roked, roked, roked l'elohim Roked, roked, roked m'elohim Burn this shit down, turn this shit up I don't consent, I don't give fucks You on my dick, nigga, get up Wipe your lips off while I zip up, huh I'm a sick pup, girl, I'm nasty Eat the creampie in the back of the backseat Yellow diamonds, Black skin, I'm taxi You can run all you want, nigga, you can't catch me Big Poe, huh, nigga (Ayy) I'm Big Poe, huh, nigga (Ayy) I'm Big Poe, huh, nigga, bitch (Ayy) I'm Big Poe, huh, slim (Ayy) I hate lightskin niggas, on my mama I like darkskin bitches like my mama I like lightskin bitches like my daddy You ain't like that line? Not my problem I'm on the plane, tryna fuck her lip off Switch off, sit on my face, gimme lip gloss The tint off, that's not a G5, take that kit off Right now, I'm Mario, pipe down Baby, I'm Big Poe, huh, nigga (Ayy) I'm Big Poe, huh, nigga (Ayy) I'm Big Poe, huh, nigga, bitch (Ayy) I'm Big Poe, huh, slim (Ayy) Mm, I'm in Paris, where it rains Married to the game, forty carats in the rings And what you drive, you can't compare to the chains Told my 'countant hurry up with the plane G700 or the Global 8000 Those are extended with the miles in Virginia, Florida, France is the housing I got a bunch of wolves, they are dialed in Big Poe, huh, nigga (Ayy) I'm Big Poe, huh, nigga (Ayy) I'm Big Poe, huh, nigga, bitch (Ayy) I'm Big Poe, huh, slim (Ayy) No cell phone, this a dead spot (Huh, huh) You sneak photos, get your hands chopped (Huh, huh) You weird as fuck, nigga, I said stop (Huh, huh) I don't trust white people with dreadlocks Big dog ball over here, Sandlot I'm swimmin' in the green, I'm a ham hock (Bro) I'll get the metal ringin' like a can top, pop Don't this shit make a nigga wanna (Jump, jump) Don't this shit make a nigga wanna (Jump, jump) Don't this shit make a nigga wanna (Jump, jump) Don't this shit make a nigga wanna (Jump, jump) Don't this shit make a nigga wanna (Jump, jump) (Jump, jump) (Jump, jump) (Jump, jump) And they got bitches that want poundin' Ho niggas, broke niggas, shouldn't allow 'em The diamond's most brilliant when it's rounded You niggas don't talk to your accountant (Ayy) Hoppin' out of baby mamas' cars clownin' (Ayy) You ain't with the bullets flyin'? Get down then (Ayy) They ain't tell you 'bout this drip? Nigga, drown then (Ayy) Oh, what, you wanna get loud then? Huh, fuck around and get found then I like crewnecks, polos, and chinos A mouth full of rocks like Dino Yellow diamonds, ask Jacob, nigga, he know Roked, roked, roked l'elohim (Nigga, he know, nigga, he know) Roked, roked, roked m'elohim (Nigga, he know, nigga, he know) Roked, roked, roked l'elohim Roked, roked, roked m'elohim",59,33,33,2,2025,545,540,disgust,0.5356802940368652,0.16867595911026,0.5356802940368652,0.1736307591199875,0.005170720629394054,0.09017175436019897,0.022905757650732994,0.003764742286875844
Outside,Cardi B,"Yeah, yeah, yeah (Uh-huh) Outside niggas love a outside bitch But be mad when they— get some outside— Yeah, yeah, yeah, yeah, uh-huh (Cardi) When I tell you these niggas ain't shit, please believe me (Let's go) They gon' fuck on anything, these niggas way too easy (Facts) Good-for-nothing, low-down dirty dogs, I'm convinced (Yeah) Next time you see your mama, tell her how she raised a bitch (I'm goin' out), on the pop-out (Side), 'cause it's hot out (I'm goin' out), you was playin' gamеs (Side), now you on timeout (I'm goin' out), wherе the fine niggas? (Side), I'm tryna find niggas (Out), I been cuffed up too long (Side), let me remind niggas (Yeah) Well, let's go wrong for wrong (What?), let's go lick for lick (Let's go) If I can handle that (Uh-huh), let me see you handle this (Okay) Do you how you do me, bet you we won't speak again Favorite player from your favorite team, he in my DM, uh I'm so small and tiny, he so big and tall Might let him dunk this pussy like he dunk the ball I'm a big freak, come and get a sneak peek Back it up like beep-beep 'til that thing go leak-leak, uh Chlöe called you king, that's cute, don't get me wrong (Don't get me wrong) I like him too, so, baby, let me meet LeBron (Let me meet LeBron) I love Savannah, let me see what she be on What? It's plenty niggas, baby, I could keep it goin', look (Ah) Royal rumble, this a jungle, lion and some cheetahs 'Cause clearly you don't give a fuck, so I don't give one either (I don't) I like my niggas Black and country, that's just what it is I can tell that he excited 'cause he go from small to big (Girl) When I tell you these niggas ain't shit, please believe me (Believe me) They gon' fuck on anything, these niggas way too easy (At all) Low-down, dirty, good-for-nothing dogs, I'm convinced (Uh-huh) Can't wait to see your mama, tell her how she raised a bitch (I'm goin' out), on the pop-out (Side), 'cause it's hot out (I'm goin' out), you was playin' games (Side), now you on timeout (I'm goin' out), where the fine niggas? (Side), I'm tryna find niggas (Out), I been cuffed up too long (Side), let me remind niggas Ooh, I think he sexy, ooh, he look good as fuck Ain't that your homegirl friend? Tell her to hook me up (Let's do it) Shit, ain't y'all havin' fun? Let's have fun together Baby, I'm with the shits, you know I'm with whatever, look (Woo) I know I'm cute and funny (Funny), I know somebody want me (Want me) I might go celibate (Uh-huh), I know I'll make some money (Cash) Outside niggas love a outside bitch But be sick when they girls get some outside— (Huh) I mean, bathing suit, body suit, tryna let this body loose This tequila ninety proof, chase it with my pussy juice Heard them Patriots got them niggas, let me in the locker room And some ladies out in Vegas, A'ja Wil', what's poppin', boo? Booty cheeks gotta shake, flirty niggas got some pape' Let me know the time and place, I'm just tryna ride his face PJ, vacay, take me somewhere tropical Spa day, fine masseuse, Uber driver kinda cute When I tell you these niggas ain't shit, please believe me (Let's go) They gon' fuck on anything, these niggas way too easy (Facts) Good-for-nothing, low-down dirty dogs, I'm convinced (Yeah) Next time you see your mama, tell her how she raised a bitch (Uh) (I'm goin' out), on the pop-out (Side), 'cause it's hot out (I'm goin' out), you was playin' games (Side), now you on timeout (I'm goin' out), where the fine niggas? (Side), I'm tryna find niggas (Out), I been cuffed up too long (Side), let me remind niggas (Yeah) I ain't see your call, I ain't hear it ring I'm in the studio, call you when I leave Who I'm with? I know you fuckin' lyin' Where I'm 'bout to go? I'm about to go outside I'm 'bout to take it outside This pussy goin' outside Tonight, we goin' outside Ah",60,63,10,6,2025,756,713,anger,0.5552507042884827,0.5552507042884827,0.19220992922782898,0.1332164853811264,0.010635143145918846,0.0855281800031662,0.017715390771627426,0.005444277543574572
Jump,BLACKPINK,"I'm not that easy to tame You should see me under these lights, all my tears turn to ice That's the sweetest escape Every time the feeling kicks in, I might stay through the night Bet you get it now Rocked that, didn't I? 착각 하지 마, 누가 누군지, woah-oh-oh Think you're running that? Guess we gunnin' back You know I walk it, yeah, I talk it 눈 감고, 하나, 둘, 셋 (뛰어) 뛰어 뛰어 뛰어 뛰어 So come up with me, I'll take you high That Prima donna, spice up your life You know I got that shit that you like So come up with me, run up, uh, jump (뛰어) Watch me runnin' up the place I'm already stuntin' and my girls are on the way (뛰어) Watch me open up the place Wanna see you bumpin', baby, bouncin' to the bass Arе you not entertained? (No) I ain't gotta еxplain (No) I'm with all of my sisters (Ah) Got 'em going insane, yeah (Yeah) You know we on a mission (Yeah) All gas, no brakes, yeah (Woo, woo, woo) Breaking out of the system Breaking out of this cage, yeah Bet you get it now Ate that, didn't I? 순간 잊지 마, 누가 누군지, oh-oh-oh Think you runnin' that? Guess we gunnin' back You know I walk it, yeah, I talk it 눈 감고, 하나, 둘, 셋 (뛰어) 뛰-뛰-뛰어 뛰어 뛰어 뛰어 So come up with me, I'll take you high That Prima donna, spice up your life You know I got that shit that you like So come up with me, run up, uh, jump (뛰어) Watch me runnin' up the place I'm already stuntin' and my girls are on the way (뛰어) Watch me open up the place Wanna see you bumpin', baby, bouncin' to the bass BLACKPINK in your area 뛰어 뛰어",61,53,28,3,2025,316,308,joy,0.3118848502635956,0.029719233512878418,0.016122110188007355,0.044034626334905624,0.3118848502635956,0.2561652660369873,0.09669061005115509,0.2453833371400833
Better Me For You (Brown Eyes),Max McNown,"Love was a game I played dealer's choice In the back of a bar all summer Forgetting names like background noise In relationships I wanted none of Went off the rails by fall Lord knows I needed savin' Wore off the alcohol And you were there like an angel waiting I didn't know you'd have brown eyes Like to pray to Jesus Spending Friday nights at home Didn't know you'd be the strong kind Deeper than a coal mine Lovin' with a heart of gold And you're everything that I'm not Everything that I want Thеre's a God, and baby, you're proof In those brown еyes I know that I gotta find a better me for you Made a living dipping toes in the water Feelin' low with my walls up high I was staying far away from the deep end Girl like you made a boy like me try Went off the rails that fall Lord knows I needed savin' Made me forget them all And I didn't know you'd have brown eyes Like to pray to Jesus Spendin' Friday nights at home Didn't know you'd be the strong kind Deeper than a coal mine Lovin' with a heart of gold And you're everything that I'm not Everything that I want There's a God, and baby, you're proof In those brown eyes I know that I gotta find a better me for you (Ooh, oh-oh-oh) A better me for you (Hoh, ohh-ohh) Don't worry 'bout the miles that it takes We can make every one of them worth all the drivin' I'll sing your praises every way Like the hymnals all say I could love you 'til the end of time, and I never knew you'd have brown eyes Liked to pray to Jesus Spend your Friday nights at home Never knew you'd be the strong kind Deeper than a coal mine Lovin' with a heart of gold And you're everything that I'm not Everything that I want There's a God, and baby, you're proof In those brown eyes I know that I gotta find, better me for you Yeah, better me for you Oh-oh-oh Better me for you A better me for you",62,72,62,7,2024,373,365,surprise,0.3489204943180084,0.006364041939377785,0.00939952116459608,0.07749921083450317,0.014625572599470615,0.30285176634788513,0.24033941328525543,0.3489204943180084
Bottle Rockets,Scotty McCreery & Hootie & the Blowfish,"Everybody's got a summer that they can't forget They hold on to and go back to Yeah, mine's on the Carolina coast Still burnin' in my mind like a red sunset Chasin' embers till September What I remember most Bottle rockets in the sky Bare feet in the sand Bonfire in her eyes Cold beer in the can Moonlight on the waves Her kiss in the dark The smile on her face When she'd make me break out my guitar and play Hold my hand Hold my hand I can still feel her fingers wrapped up in mine Can still hear her laughin', see her dancin' Yeah, makin' more than that sundress spin Now, who says you can't go back in time? Yeah, when that song, it comes on I'm on rewind and I'm seventeen again Bottle rockets in the sky Bare feet in the sand Bonfire in her eyes Cold beer in a can Moonlight on the waves Her kiss in the dark The smile on her face When she'd make me break out my guitar and play Hold my hand I want you to hold my hand Hold my hand Oh I got a hand for you Yeah, I got a hand for you I wanna run with you Won't you let me run with you? Oh Bottle rockets in the sky Bare feet in the sand Bonfire in her eyes Cold beer in a can Moonlight on the waves Her kiss in the dark The smile on her face When she'd make me break out my guitar and play Hold my hand I want you to hold my hand Hold my hand I'll take you to the promised land Hold my hand Maybe we can't change the world, but I wanna love you the best that, the best that I can (Hold my hand) Bottle rockets in the sky The best that I can (Hold my hand) Bare feet in the sand The best that I can (Hold my hand) Bonfire in her eyes Oh (Hold my hand) I wanna love you the best that, the best that I can",63,68,62,6,2025,357,353,sadness,0.7359060645103455,0.009226035326719284,0.008332810364663601,0.00323281972669065,0.13984166085720062,0.09433191269636154,0.7359060645103455,0.009128679521381855
Amen,Shaboozey & Jelly Roll,"On a lost and lonely highway paying for my sins If heaven saw me out last Friday I'm lying in it I'm getting used to getting sideways 'til I can't see straight Them angels know they don't look my way I'm way too gone to save I'm digging my grave down 12 feet deep Got none left so I'm on my knees begging Somebody say a prayer for me 'Cause the pills ran out and I still can't sleep Somebody send a word upstairs 'Cause the bar's shut down and I'm God knows where So should knock on Heaven's door 'Cause mine ain't working anymore Somebody say a prayer for me All I'm asking for is a little mercy, Amen Ayy Amen Ayy Amen In a dusty Silverado running low on gracе Heading nowhere fast with my feet up on thе dash Just hoping I see the day I ain't ashamed of the man in the mirror And the man upstairs ain't either And I can finally set my life straight And be the man my mama raised Instead of digging my grave down 12 feet deep I got nothing left so I'm on my knees sick Somebody say a prayer for me 'Cause the pills ran out and I still can't sleep Somebody send a word upstairs 'Cause the bar's shut down and I'm God knows where So should knock on Heaven's door 'Cause mine ain't working anymore Somebody say a prayer for me All I'm asking for is a little mercy, Amen Ayy Amen Ayy Amen Somebody say a prayer for me Amen Somebody say a prayer for me Somebody say a prayer for me 'Cause the pills ran out and I still can't sleep Somebody send a word upstairs 'Cause the bar's shut down and I'm God knows where So should knock on Heaven's door 'Cause mine ain't working anymore Somebody say a prayer for me All I'm asking for is a little mercy, Amen Ayy (somebody say, somebody say a prayer for me), Amen Ayy (somebody say, somebody say a prayer for me), Amen Ayy, Amen Ayy, Amen",64,69,56,14,2025,355,352,sadness,0.6495172381401062,0.0904664695262909,0.02186352014541626,0.10594506561756134,0.011028354056179523,0.0790490061044693,0.6495172381401062,0.042130324989557266
